	word	sent	sent_lemmatized	word_idx	adagram_sense	bert_sense
634	анализ	Последующий анализ показал , что с 9 по 18 ноября определяемые JSpOC орбиты шли с заметным разбросом параметров , при этом высота перигея оставалась почти неизменной , в то время как апогей ожидаемо уменьшался .	последующий анализ показать , что с 9 по 18 ноябрь определять jspoc орбита идти с заметный разброс параметр , при это высота перигей оставаться почти неизменный , в тот время как апогей ожидаемо уменьшаться .	1	1	0
635	анализ	Всё это , однако , не дало новой существенной информации для анализа аварийной ситуации и поиска выхода из нее .	весь это , однако , не дать новый существенный информация для анализ аварийный ситуация и поиск выход из она .	11	1	0
636	анализ	""" Федеральным космическим агентством создана Межведомственная комиссия по анализу причин нештатной ситуации , возникшей 9 ноября с. г. в процессе вывода КА "" Фобос-Грунт "" на отлетную траекторию к Марсу ."	""" федеральный космический агентство создать межведомственный комиссия по анализ причина нештатный ситуация , возникнуть 9 ноябрь сей год в процесс вывод КА "" Фобос-Грунт "" на отлетный траектория к Марс ."	8	1	0
637	анализ	"Существовал стандартный нейтронный анализ , он применялся для узких целей , то есть использовался в "" чистой "" науке ."	"существовать стандартный нейтронный анализ , он применять для узкий цель , то быть использовать в "" чистый "" наука ."	3	1	0
638	анализ	По словам Юрия Горлина , замглавы Института социального анализа и прогнозирования , повышение нужно , иначе соотношение средних зарплат и пенсий неминуемо будет падать .	по слово Юрий Горлин , замглавы Институт социальный анализ и прогнозирование , повышение нужный , иначе соотношение средний зарплата и пенсия неминуемо быть падать .	8	1	0
639	анализ	Годом раньше я закончил аспирантуру по кафедре математического анализа в Московском государственном педагогическом институте ( МГПИ ) им. В. И. Ленина и защитил кандидатскую степень по математической логике .	год рано я закончить аспирантура по кафедра математический анализ в московский государственный педагогический институт ( МГПИ ) имя В. И. Ленин и защитить кандидатский степень по математический логика .	8	1	0
640	анализ	Он готовил заседание кафедры математического анализа , на котором предстояло осудить профессора М. Ф. Бокштейна .	он готовить заседание кафедра математический анализ , на который предстоять осудить профессор М. Ф. Бокштейн .	5	1	0
641	анализ	Там был объявлен конкурс на два вакантных места доцента по кафедре математического анализа .	там быть объявить конкурс на два вакантный место доцент по кафедра математический анализ .	12	1	0
642	анализ	В самом общем виде сформировалась и цель исследования - идеи автоматического анализа и синтеза текстов на естественном языке .	в самый общий вид сформироваться и цель исследование - идея автоматический анализ и синтез текст на естественный язык .	11	1	0
643	анализ	По глубокому убеждению Григоряна , единственным способом изучения динамики развития климата и проблем глобальной экологии сегодня могут быть методы математического моделирования и анализ предшествующих этапов развития природы .	по глубокий убеждение Григорян , единственный способ изучение динамика развитие климат и проблема глобальный экология сегодня мочь быть метод математический моделирование и анализ предшествовать этап развитие природа .	22	1	0
644	анализ	Потом была еще одна удача : химический анализ показал , что в технологию росписи панно или даже в сам материал входит вещество , похожее на воск .	потом быть еще один удача : химический анализ показать , что в технология роспись панно или даже в сам материал входить вещество , похожий на воск .	7	1	0
645	анализ	Сегодня у московских реставраторов на всех этапах работы с памятниками есть возможность отказаться от ремесленных методов работы в пользу научно-технических , поскольку они имеют доступ к сложнейшему оборудованию и современным методикам , начиная от простой фотофиксации и микрофотографии до физических и химических исследований различной сложности ( термический анализ , микрохимия , гистохимия ) .	сегодня у московский реставратор на весь этап работа с памятник быть возможность отказаться от ремесленный метод работа в польза научно-технический , поскольку они иметь доступ к сложный оборудование и современный методика , начинать от простой фотофиксация и микрофотография до физический и химический исследование различный сложность ( термический анализ , микрохимия , гистохимия ) .	47	1	0
646	анализ	Элементарный анализ в Институте физической химии РАН выявил наличие алюминия , с которым , вероятно , и связаны удивительные свойства клея .	элементарный анализ в Институт физический химия РАН выявить наличие алюминий , с который , вероятно , и связать удивительный свойство клей .	1	1	0
647	анализ	Химико - биологический анализ показал , что металлические нити , которые и формировали рисунок парчи , имеют органическую основу .	химический - биологический анализ показать , что металлический нить , который и формировать рисунок парча , иметь органический основа .	3	1	0
648	анализ	Например , крайне любопытно было бы провести стратиграфический анализ каменных шаров , чтобы установить их состав и возраст .	например , крайне любопытный быть бы провести стратиграфический анализ каменный шар , чтобы установить их состав и возраст .	8	1	0
649	анализ	"Например , японская компания Toto выпустила модель , которая с помощью компьютера производит мгновенный анализ мочи и выдает информацию о состоянии здоровья пользователя "" не отходя от кассы "" ."	"например , японский компания Toto выпустить модель , который с помощь компьютер производить мгновенный анализ моча и выдавать информация о состояние здоровье пользователь "" не отходить от касса "" ."	14	1	0
650	анализ	Достаточно вовремя собрать ее после родов в стерильный пластиковый пакетик , затем провести анализ ее образца , заморозить с помощью жидкого азота и отдать на хранение .	достаточный вовремя собрать она после роды в стерильный пластиковый пакетик , затем провести анализ она образец , заморозить с помощь жидкий азот и отдать на хранение .	13	1	0
651	анализ	Тот признал , что моделирование плавучих аэродромов представляется , на первый взгляд , тривиальным : платформа - при анализе ее поведения на волнах или при посадке на нее самолета - заменяется плавающей , тонкой упругой пластиной , а действие жидкости на нее описывается так же , как для корабля .	тот признать , что моделирование плавучий аэродром представлять , на первый взгляд , тривиальный : платформа - при анализ ее поведение на волна или при посадка на она самолет - заменять плавать , тонкий упругий пластина , а действие жидкость на она описывать так же , как для корабль .	18	1	0
652	анализ	"Сейчас в Казахстане силами Института геофизических исследований Национального ядерного центра и Международного института прикладного системного анализа разрабатывается геоинформационная программа "" Семипалатинский испытательный ядерный полигон "" ."	"сейчас в Казахстан сила Институт геофизический исследование национальный ядерный центр и международный институт прикладной системный анализ разрабатывать геоинформационный программа "" Семипалатинский испытательный ядерный полигон "" ."	15	1	0
653	анализ	""" Информация будет использована для анализа и количественной оценки причин возникновения температурных аномалий , - говорит вице-президент казахстанской Академии наук ."	""" информация быть использовать для анализ и количественный оценка причина возникновение температурный аномалия , - говорить вице-президент казахстанский Академия наука ."	5	1	0
654	анализ	"Физики и геологи ознакомятся с пробами почвы и анализами радиационного фона "" ."	"физик и геолог ознакомиться с проба почва и анализ радиационный фон "" ."	8	1	0
655	анализ	Озабоченность в связи с применением тимеросала основана на теоретическом риске и не подтверждается научными данными , несмотря на тщательный анализ имеющейся информации .	озабоченность в связь с применение тимеросал основать на теоретический риск и не подтверждать научный данные , несмотря на тщательный анализ иметься информация .	19	1	0
656	анализ	"И , говорят , приезжали из Швейцарии , фирма эта - как ее , "" Сандоз "" , или как ее , - в общем , брали у него слюну на анализ , они же без химии ни шагу , бездуховность такая , ужас , - так вот , результаты засекречены , но якобы нашли в дедовой слюне левомицетин , олететрин и какой-то фактор пси ."	"и , говорить , приезжать из Швейцария , фирма этот - как она , "" Сандоз "" , или как она , - в общий , брать у он слюна на анализ , они же без химия ни шаг , бездуховность такой , ужас , - так вот , результат засекретить , но якобы найти в дедов слюна левомицетин , олететрин и какой-то фактор пси ."	31	1	0
657	анализ	К сожалению , установленная на них аппаратура была несовершенна и не смогла обеспечить детальный анализ состава недр планеты .	к сожаление , установить на они аппаратура быть несовершенный и не мочь обеспечить детальный анализ состав недра планета .	14	1	0
658	анализ	"А врач , исходя из этих данных и результатов других анализов , уже делает заключение и назначает необходимое лечение "" ."	"а врач , исходить из этот данные и результат другой анализ , уже делать заключение и назначать необходимый лечение "" ."	10	1	0
659	анализ	Вышли за пределы нормы - сигнал врачу : не надо ли сделать более детальные анализы ?	выйти за предел норма - сигнал врач : не надо ли делать более детальный анализ ?	14	1	0
660	анализ	Но это уже тема отдельного анализа .	но это уже тема отдельный анализ .	5	1	0
661	анализ	Премьер тоже недоволен ведомством Грефа - особенно анализом избыточных полномочий ведомств .	премьер тоже недовольный ведомство Греф - особенно анализ избыточный полномочие ведомство .	7	1	0
662	анализ	Напомним , что 7 апреля Михаил Касьянов поручил ведомству Грефа провести в рамках подготовки административной реформы анализ функций федеральных органов власти и выявить избыточные .	напомнить , что 7 апрель Михаил Касьянов поручить ведомство Греф провести в рамка подготовка административный реформа анализ функция федеральный орган власть и выявить избыточный .	16	1	0
663	анализ	Полпред предложил думцам провести анализ факторов , влияющих на инвестиционный климат и экономику региона , анализ деятельности правоохранительных органов , их системы управления .	полпред предложить думец провести анализ фактор , влиять на инвестиционный климат и экономика регион , анализ деятельность правоохранительный орган , их система управление .	4	1	0
664	анализ	"Никто не хочет делиться с "" соседом "" собственной агентурной информацией , даже если нет возможности реализовать ее своими силами , никакого цельного анализа этой разрозненной разноведомственной информации просто нет , единые оперативные штабы существуют только на бумаге ."	"никто не хотеть делиться с "" сосед "" собственный агентурный информация , даже если нет возможность реализовать она свой сила , никакой цельный анализ этот разрознить разноведомственный информация просто нет , единый оперативный штаб существовать только на бумага ."	23	1	0
665	анализ	Многие из этих законов принимают без всякого обсуждения с научной общественностью , без детального анализа существующего положения и без понимания коренных различий между наукой и бизнесом .	много из этот закон принимать без всякий обсуждение с научный общественность , без детальный анализ существовать положение и без понимание коренной различие между наука и бизнес .	14	1	0
666	анализ	Полиция их подвергла обыску , биатлонисты позорно бежали из Олимпийской деревни , хотя в конце концов у них в анализах допинга обнаружено не было .	полиция они подвергнуть обыск , биатлонист позорно бежать из олимпийский деревня , хотя в конец конец у они в анализ допинг обнаружить не быть .	19	1	0
667	анализ	В следующем послании Онищенко постарается учесть проколы и на агентурные данные уже не ссылается : анализ и только анализ .	в следующий послание Онищенко стараться учесть прокол и на агентурный данные уже не ссылаться : анализ и только анализ .	15	1	0
668	анализ	Да и вообще странно : любой разбирающийся в виноделии поймет , что не может быть такой идентичности анализов грузинского и молдавского вина .	да и вообще странный : любой разбираться в виноделие понять , что не мочь быть такой идентичность анализ грузинский и молдавский вино .	17	1	0
669	анализ	Вот только главный специалист одного из комплексов , сдавший этот рапс на анализ , уволен .	вот только главный специалист один из комплекс , сдать этот рапс на анализ , уволить .	12	1	0
670	анализ	Изначально произошедшее было проинтерпретировано как испытания ядерной бомбы , однако анализ ситуации показал , что это предположение неверно .	изначально произойти быть интерпретировать как испытание ядерный бомба , однако анализ ситуация показать , что этот предположение неверный .	10	1	0
671	анализ	Большое место в книге занимает анализ финансово - экономических последствий ограбления евреев в оккупированных и зависимых от немцев странах .	большой место в книга занимать анализ финансовый - экономический последствие ограбление еврей в оккупировать и зависимый от немец страна .	5	1	0
672	анализ	"Но анализ развития социально - экономических процессов в странах - лидерах полезен и для оценки долгосрочных перспектив России "" ."	"но анализ развитие социальный - экономический процесс в страна - лидер полезный и для оценка долгосрочный перспектива Россия "" ."	1	1	0
673	анализ	Однако анализ выпавших примерно на те же сроки совпадений порождает совсем другое подозрение .	однако анализ выпасть примерно на тот же срок совпадение порождать совсем другой подозрение .	1	1	0
674	анализ	Так же , как и предыдущая история болезни , жизнь после перерождения политическому анализу поддается с трудом .	так же , как и предыдущий история болезнь , жизнь после перерождение политический анализ поддаваться с труд .	13	1	0
675	анализ	В период романтического энтузиазма , когда соприкосновения с космосом были кратковременными , было вполне достаточно качественного заключения , основанного на анализе базовых физиологических показателей ( ЭКГ , пневмограмма и др . ) .	в период романтический энтузиазм , когда соприкосновение с космос быть кратковременный , быть вполне достаточно качественный заключение , основать на анализ базовый физиологический показатель ( экг , пневмограмма и др . ) .	20	1	0
676	анализ	"Однако анализ по регионам и отраслям страдает качественностью - "" тут и там выбраны очевидные примеры ."	"однако анализ по регион и отрасль страдать качественность - "" тут и там выбрать очевидный пример ."	1	1	0
677	анализ	"За два года кафедра подготовила профессиональные рецензии газеты и одновременно провела мониторинг сравнительного анализа еженедельного выпуска "" Российской газеты "" с еженедельниками - толстушками "" Комсомольской правды "" , "" Труда "" , "" Известий "" ."	"за два год кафедра подготовить профессиональный рецензия газета и одновременно провести мониторинг сравнительный анализ еженедельный выпуск "" российский газета "" с еженедельник - толстушка "" комсомольский правда "" , "" Труд "" , "" Известия "" ."	13	1	0
678	анализ	Анализы состава аудитории , оценки читательских предпочтений были представлены редакции и некоторые из них опубликованы в газете .	анализ состав аудитория , оценка читательский предпочтение быть представить редакция и некоторый из они опубликовать в газета .	0	1	1
679	анализ	"Предметом анализа и оценки были предложены газеты "" вечерняя Москва "" и "" Российская газета "" ."	"предмет анализ и оценка быть предложить газета "" вечерний Москва "" и "" российский газета "" ."	1	1	0
680	анализ	""" Теоретическая возможность для этого еще существует , но тогда рост ВВП за этот и следующие два года должен составить 11 - 12 % ежегодно , что вряд ли достижимо в нынешних условиях , - отмечает руководитель департамента стратегического анализа компании ФБК Игорь Николаев ."	""" теоретический возможность для это еще существовать , но тогда рост ВВП за этот и следующий два год должен составить 11 - 12 % ежегодно , что вряд ли достижимый в нынешний условие , - отмечать руководитель департамент стратегический анализ компания ФБК Игорь Николаев ."	39	1	0
681	анализ	""" Российская экономика находится сейчас в зоне так называемой финансовой турбулентности , - сообщил "" Труду "" ведущий эксперт Центра макроэкономического анализа и краткосрочного прогнозирования ( ЦМАКП ) Олег Солнцев ."	""" российский экономика находиться сейчас в зона так называть финансовый турбулентность , - сообщить "" Труд "" ведущий эксперт Центр макроэкономический анализ и краткосрочный прогнозирование ( ЦМАКП ) Олег Солнцев ."	21	1	0
682	анализ	Так , например , для анализа сложности алгоритмов шифрования и дешифровки используется недоказанная гипотеза Римана .	так , например , для анализ сложность алгоритм шифрование и дешифровка использовать недоказанный гипотеза Риман .	5	1	0
683	анализ	Далее - про измерения , потемповые показатели , соотносительный динамический анализ , карты - планы , уровни , характеристики достижений .	далее - про измерение , потемповый показатель , соотносительный динамический анализ , карта - план , уровень , характеристика достижение .	10	1	0
684	анализ	По сути дела все рассуждения сводятся к анализу того , каким аппаратным весом обладает чиновник N и сможет ли он им воспользоваться на новом месте .	по суть дело весь рассуждение сводиться к анализ то , какой аппаратный вес обладать чиновник N и мочь ли он он пользоваться на новый место .	7	1	0
685	анализ	Анализ вторичных частиц позволяет выяснить многие свойства частицы первичной .	анализ вторичный частица позволять выяснить много свойство частица первичный .	0	1	1
686	анализ	Судя по результатам предварительного анализа , источником этих монстров являются активные галактические ядра , а не распад загадочных сверхмассивных частиц , само существование которых по-прежнему остается под большим сомнением .	судить по результат предварительный анализ , источник этот монстр являться активный галактический ядро , а не распад загадочный сверхмассивный частица , сам существование который по-прежнему оставаться под большой сомнение .	4	1	0
687	анализ	Еще одна группа ученых , обследовав весьма представительную выборку здоровых добровольцев , выяснила , что для анализа прошедших событий и построения возможных вариантов развития событий в будущем люди используют одни и те же мозговые центры , включающие в себя уже упомянутый гиппокамп .	еще один группа ученый , обследовать весьма представительный выборка здоровый доброволец , выяснить , что для анализ пройти событие и построение возможный вариант развитие событие в будущее человек использовать один и тот же мозговой центр , включать в себя уже упомянуть гиппокамп .	16	1	0
688	анализ	По словам ведущего эксперта Центра макроэкономического анализа и краткосрочного прогнозирования Игоря Полякова , Россия остро нуждается и в высококвалифицированных кадрах .	по слово ведущий эксперт Центр макроэкономический анализ и краткосрочный прогнозирование Игорь Поляков , Россия остро нуждаться и в высококвалифицированный кадр .	6	1	0
689	анализ	Например , недавнее исследование Лаборатории институционального анализа Высшей школы экономики показало : доля поступивших на работу в Министерство экономического развития РФ по знакомству составляет от 45 до 69 % в четырех исследованных департаментах .	например , недавний исследование Лаборатория институциональный анализ высший школа экономика показать : доля поступить на работа в Министерство экономический развитие РФ по знакомство составлять от 45 до 69 % в четыре исследовать департамент .	6	1	0
690	анализ	Последующие рассуждения , поневоле вовлекающие в рассмотрение такой объект анализа , как Медведев , не являются попыткой предсказать его судьбу .	последующий рассуждение , поневоле вовлекать в рассмотрение такой объект анализ , как Медведев , не являться попытка предсказать его судьба .	9	1	0
691	анализ	Весной 2005 г. в ИНДЕМе реализовывался небольшой проект по анализу возможных политических сценариев .	весна 2005 год в индем реализоваться небольшой проект по анализ возможный политический сценарий .	9	1	0
692	анализ	- Она бы работала , но при соблюдении трех условий , - уверен ведущий эксперт Центра макроэкономического анализа и краткосрочного прогнозирования Дмитрий БЕЛОУСОВ .	- она бы работать , но при соблюдение три условие , - уверенный ведущий эксперт Центр макроэкономический анализ и краткосрочный прогнозирование Дмитрий БЕЛОУСОВ .	17	1	0
693	анализ	""" Рост цен означает , что в стране идет нормальный рост ликвидности и экономика развивается , - пояснил "" НИ "" ведущий эксперт Центра макроэкономического анализа и краткосрочного прогнозирования Дмитрий Белоусов ."	""" рост цена означать , что в страна идти нормальный рост ликвидность и экономика развиваться , - пояснить "" НИ "" ведущий эксперт Центр макроэкономический анализ и краткосрочный прогнозирование Дмитрий Белоусов ."	25	1	0
694	анализ	Например , если преобразования требуют серьезного сокращения работающих в той или иной отрасли , то надо провести анализ возрастных групп и обеспечить людям предпенсионного возраста достойный выход на заслуженный отдых .	например , если преобразование требовать серьезный сокращение работать в тот или иной отрасль , то надо провести анализ возрастной группа и обеспечить человек предпенсионный возраст достойный выход на заслужить отдых .	17	1	0
695	анализ	"В дискуссии приняли участие зампред госкорпорации "" Банк развития и внешнеэкономической деятельности ( Внешэкономбанк ) "" Сергей Васильев , руководитель Центра социальной политики Института экономики РАН Евгений Гонтмахер , директор департамента стратегического анализа ФБК Игорь Николаев , управляющий директор группы компаний "" Тройка Диалог "" Андрей Шаронов , проректор Высшей школы экономики ( ГУ-ВШЭ ) Андрей Яковлев и другие эксперты ."	"в дискуссия принять участие зампред госкорпорация "" банк развитие и внешнеэкономический деятельность ( Внешэкономбанк ) "" Сергей Васильев , руководитель Центр социальный политика Институт экономика РАН Евгений Гонтмахер , директор департамент стратегический анализ ФБК Игорь Николаев , управлять директор группа компания "" тройка Диалог "" Андрей Шаронов , проректор высший школа экономика ( ГУ-ВШЭ ) Андрей Яковлев и другой эксперт ."	32	1	0
696	анализ	И очень редко и в небольшой степени частью этой программы был анализ предыдущих неудач .	и очень редко и в небольшой степень часть этот программа быть анализ предыдущий неудача .	11	1	0
697	анализ	В этом году открылся новый факультет математики , который создала группа математиков , пришедших из Московского независимого математического университета , прошел первый набор на отделение статистики , анализа данных и демографии на факультете экономики .	в этот год открыться новый факультет математика , который создать группа математик , прийти из московский независимый математический университет , пройти первый набор на отделение статистика , анализ данные и демография на факультет экономика .	27	1	0
698	анализ	""" Современный экономист - тот , кто владеет сложными методами анализа и прогнозирования экономических процессов , а управленец - это тот , кто умеет вести бизнес "" , - поясняет Лев Якобсон ."	""" современный экономист - тот , кто владеть сложный метод анализ и прогнозирование экономический процесс , а управленец - это тот , кто уметь вести бизнес "" , - пояснять Лев Якобсон ."	10	1	0
699	анализ	По утверждению Садовничего , анализ карьерных путей выпускников МГУ и студентов других вузов показал , что вначале , когда выпускник МГУ устраивается на работу , его карьера развивается довольно медленно : прикладных знаний у него немного .	по утверждение Садовничий , анализ карьерный путь выпускник МГУ и студент другой вуз показать , что вначале , когда выпускник МГУ устраиваться на работа , его карьера развиваться довольно медленно : прикладной знание у он немного .	4	1	0
700	анализ	Организация эта куда меньше , но ему предложили более высокую должность и зарплату : специалист отдела анализа бизнес - процессов , зарплата - порядка 70 тыс. руб . в месяц .	организация этот куда малый , но он предложить более высокий должность и зарплата : специалист отдел анализ бизнес - процесс , зарплата - порядка 70 тысяча рубль . в месяц .	16	1	0
701	анализ	"На факультете экономики ГУ-ВШЭ есть теоретическая специальность "" математические методы анализа экономики "" ."	"на факультет экономика ГУ-ВШЭ быть теоретический специальность "" математический метод анализ экономика "" ."	10	1	0
702	анализ	Каждые два часа - кровь из пальца , кровь из вены , анализ мочи , слюны , измерение артериального давления , забор проб выдыхаемого воздуха …	каждый два час - кровь из палец , кровь из вена , анализ моча , слюна , измерение артериальный давление , забор проба выдыхать воздух …	12	1	0
703	анализ	Сначала ему не верили , потом провели химический анализ .	сначала он не верить , потом провести химический анализ .	8	1	0
704	анализ	Такой анализ позволяет довольно много понять о языке .	такой анализ позволять довольно много понять о язык .	1	1	0
705	анализ	Анализ всех этих систем понадобился , чтобы оценить для каждой из них так называемую условную энтропию .	анализ весь этот система понадобиться , чтобы оценить для каждый из они так называть условный энтропия .	0	1	1
